Date,Price
2005-10-26,8.828192
2005-10-27,8.769078
2005-10-28,8.895997
2005-10-31,9.242975
2005-11-01,9.422797
2005-11-02,9.43025
2005-11-03,9.585979
2005-11-04,9.697252
2005-11-07,9.811503
2005-11-08,9.684087
2005-11-09,9.417086
2005-11-10,9.713892
2005-11-11,9.696507
2005-11-14,9.859687
2005-11-15,9.756116
2005-11-16,9.888995
2005-11-17,10.020633
2005-11-18,9.940161
2005-11-21,10.167421
2005-11-22,10.344015
2005-11-23,10.502726
2005-11-25,10.64579
2005-11-28,10.518126
2005-11-29,10.02287
2005-11-30,10.056895
2005-12-01,10.284902
2005-12-02,10.374567
2005-12-05,10.080243
2005-12-06,10.047706
2005-12-07,10.039757
2005-12-08,10.199463
2005-12-09,10.163448
2005-12-12,10.248144
2005-12-13,10.369349
2005-12-14,10.40586
2005-12-15,10.495027
2005-12-16,10.683791
2005-12-19,10.545944
2005-12-20,10.673608
2005-12-21,10.588911
2005-12-22,10.730733
2005-12-23,10.703163
2005-12-27,10.546937
2005-12-28,10.597854
2005-12-29,10.435417
2005-12-30,10.304027
2006-01-03,10.809964
2006-01-04,11.058586
2006-01-05,11.20761
2006-01-06,11.565765
2006-01-09,11.596564
2006-01-10,11.667601
2006-01-11,11.714045
2006-01-12,11.515346
2006-01-13,11.58042
2006-01-17,11.601779
2006-01-18,11.050391
2006-01-19,10.840265
2006-01-20,9.921532
2006-01-23,10.617971
2006-01-24,11.003696
2006-01-25,10.754579
2006-01-26,10.786121
2006-01-27,10.766747
2006-01-30,10.601083
2006-01-31,10.746132
2006-02-01,9.979156
2006-02-02,9.836588
2006-02-03,9.476694
2006-02-06,9.564868
2006-02-07,9.138163
2006-02-08,9.166974
2006-02-09,8.910898
2006-02-10,9.006274
2006-02-13,8.586274
2006-02-14,8.527164
2006-02-15,8.503816
2006-02-16,9.1019
2006-02-17,9.158776
2006-02-21,9.105129
2006-02-22,9.077806
2006-02-23,9.390261
2006-02-24,9.373619
2006-02-27,9.696008
2006-02-28,9.006523
2006-03-01,9.060672
2006-03-02,9.350026
2006-03-03,9.392994
2006-03-06,9.142632
2006-03-07,9.051976
2006-03-08,8.789446
2006-03-09,8.519215
2006-03-10,8.382609
2006-03-13,8.371681
2006-03-14,8.721887
2006-03-15,8.556471
2006-03-16,8.414153
2006-03-17,8.439487
2006-03-20,8.648119
2006-03-21,8.442717
2006-03-22,8.450168
2006-03-23,8.491645
2006-03-24,9.085506
2006-03-27,9.182125
2006-03-28,9.368652
2006-03-29,9.810262
2006-03-30,9.647825
2006-03-31,9.686572
2006-04-03,9.67912
2006-04-04,10.042739
2006-04-05,10.133395
2006-04-06,10.212625
2006-04-07,10.087942
2006-04-10,10.341781
2006-04-11,10.174873
2006-04-12,10.157238
2006-04-13,9.988593
2006-04-17,10.104336
2006-04-18,10.040254
2006-04-19,10.195738
2006-04-20,10.307504
2006-04-21,10.856411
2006-04-24,10.940858
2006-04-25,10.609528
2006-04-26,10.57997
2006-04-27,10.432436
2006-04-28,10.380526
2006-05-01,9.907621
2006-05-02,9.805789
2006-05-03,9.790141
2006-05-04,9.804549
2006-05-05,9.793369
2006-05-08,9.805294
2006-05-09,10.153515
2006-05-10,10.008961
2006-05-11,9.612059
2006-05-12,9.2924
2006-05-15,9.343815
2006-05-16,9.222113
2006-05-17,9.301592
2006-05-18,9.214413
2006-05-19,9.19032
2006-05-22,9.21342
2006-05-23,9.328416
2006-05-24,9.469243
2006-05-25,9.512461
2006-05-26,9.471727
2006-05-30,9.238008
2006-05-31,9.235027
2006-06-01,9.50327
2006-06-02,9.424287
2006-06-05,9.300101
2006-06-06,9.686323
2006-06-07,9.599888
2006-06-08,9.768534
2006-06-09,9.601379
2006-06-12,9.476447
2006-06-13,9.600137
2006-06-14,9.547233
2006-06-15,9.71141
2006-06-16,9.703958
2006-06-19,9.640373
2006-06-20,9.616282
2006-06-21,9.987846
2006-06-22,9.933703
2006-06-23,10.055654
2006-06-26,10.039757
2006-06-27,9.992568
2006-06-28,10.086701
2006-06-29,10.377298
2006-06-30,10.41505
2006-07-03,10.511171
2006-07-05,10.467954
2006-07-06,10.510922
2006-07-07,10.44287
2006-07-10,10.386984
2006-07-11,10.544951
2006-07-12,10.363389
2006-07-13,10.154259
2006-07-14,10.021875
2006-07-17,10.130909
2006-07-18,10.010698
2006-07-19,9.910108
2006-07-20,9.61504
2006-07-21,9.689303
2006-07-24,9.708925
2006-07-25,9.670675
2006-07-26,9.574803
2006-07-27,9.497808
2006-07-28,9.639876
2006-07-31,9.602125
2006-08-01,9.326678
2006-08-02,9.121025
2006-08-03,9.323697
2006-08-04,9.285449
2006-08-07,9.387281
2006-08-08,9.463035
2006-08-09,9.362195
2006-08-10,9.29414
2006-08-11,9.152567
2006-08-14,9.175667
2006-08-15,9.462289
2006-08-16,9.629943
2006-08-17,9.582254
2006-08-18,9.52165
2006-08-21,9.371136
2006-08-22,9.395725
2006-08-23,9.275014
2006-08-24,9.282467
2006-08-25,9.270793
2006-08-28,9.461793
2006-08-29,9.412119
2006-08-30,9.456825
2006-08-31,9.401687
2006-09-01,9.403423
2006-09-05,9.546489
2006-09-06,9.441673
2006-09-07,9.400693
2006-09-08,9.384798
2006-09-11,9.539782
2006-09-12,9.733761
2006-09-13,10.098125
2006-09-14,10.033796
2006-09-15,10.180335
2006-09-18,10.299805
2006-09-19,10.029573
2006-09-20,9.860433
2006-09-21,10.105079
2006-09-22,10.02883
2006-09-25,10.033796
2006-09-26,10.105577
2006-09-27,10.007471
2006-09-28,10.023862
2006-09-29,9.982135
2006-10-02,9.97071
2006-10-03,10.035286
2006-10-04,10.324891
2006-10-05,10.228274
2006-10-06,10.444109
2006-10-09,10.655229
2006-10-10,10.59686
2006-10-11,10.593133
2006-10-12,10.616482
2006-10-13,10.613004
2006-10-16,10.475157
2006-10-17,10.447588
2006-10-18,10.414554
2006-10-19,10.582207
2006-10-20,11.416989
2006-10-23,11.941307
2006-10-24,11.755772
2006-10-25,12.085859
2006-10-26,12.048604
2006-10-27,11.802715
2006-10-30,11.836742
2006-10-31,11.832271
2006-11-01,11.611465
2006-11-02,11.671324
2006-11-03,11.718266
2006-11-06,11.84618
2006-11-07,11.737391
2006-11-08,11.797747
2006-11-09,11.738882
2006-11-10,11.761733
2006-11-13,11.947516
2006-11-14,12.152922
2006-11-15,12.218243
2006-11-16,12.316847
2006-11-17,12.388628
2006-11-20,12.295736
2006-11-21,12.65836
2006-11-22,12.617629
2006-11-24,12.542868
2006-11-27,12.039911
2006-11-28,12.157889
2006-11-29,12.037426
2006-11-30,12.041402
2006-12-01,11.941804
2006-12-04,12.042393
2006-12-05,12.095796
2006-12-06,12.138267
2006-12-07,11.987505
2006-12-08,12.024015
2006-12-11,12.019545
2006-12-12,11.966144
2006-12-13,11.896849
2006-12-14,11.974588
2006-12-15,11.929385
2006-12-18,11.494732
2006-12-19,11.639532
2006-12-20,11.497213
2006-12-21,11.330805
2006-12-22,11.315405
2006-12-26,11.363839
2006-12-27,11.62463
2006-12-28,11.48877
2006-12-29,11.437109
2007-01-03,11.613702
2007-01-04,12.002903
2007-01-05,12.100513
2007-01-08,12.010852
2007-01-09,12.058538
2007-01-10,12.156896
2007-01-11,12.411727
2007-01-12,12.542868
2007-01-16,12.524985
2007-01-17,12.351122
2007-01-18,12.116409
2007-01-19,12.164099
2007-01-22,11.942799
2007-01-23,11.898338
2007-01-24,12.39558
2007-01-25,12.122867
2007-01-26,12.315355
2007-01-29,12.231655
2007-01-30,12.277604
2007-01-31,12.455935
2007-02-01,11.965398
2007-02-02,11.95919
2007-02-05,11.603021
2007-02-06,11.71032
2007-02-07,11.673806
2007-02-08,11.699142
2007-02-09,11.472128
2007-02-12,11.382714
2007-02-13,11.402832
2007-02-14,11.572472
2007-02-15,11.461698
2007-02-16,11.672068
2007-02-20,11.725717
2007-02-21,11.819106
2007-02-22,11.818857
2007-02-23,11.688959
2007-02-26,11.547633
2007-02-27,11.146262
2007-02-28,11.163152
2007-03-01,11.132849
2007-03-02,10.895654
2007-03-05,10.952036
2007-03-06,11.364333
2007-03-07,11.316896
2007-03-08,11.294044
2007-03-09,11.25033
2007-03-12,11.294789
2007-03-13,11.003696
2007-03-14,11.127137
2007-03-15,11.082184
2007-03-16,10.949551
2007-03-19,11.108011
2007-03-20,11.059581
2007-03-21,11.339497
2007-03-22,11.475856
2007-03-23,11.470637
2007-03-26,11.549374
2007-03-27,11.515097
2007-03-28,11.471881
2007-03-29,11.448037
2007-03-30,11.379484
2007-04-02,11.388675
2007-04-03,11.738136
2007-04-04,11.698894
2007-04-05,11.711065
2007-04-09,11.629101
2007-04-10,11.586629
2007-04-11,11.537701
2007-04-12,11.608734
2007-04-13,11.581412
2007-04-16,11.779614
2007-04-17,11.743104
2007-04-18,11.822831
2007-04-19,11.714541
2007-04-20,11.983529
2007-04-23,11.899083
2007-04-24,11.860585
2007-04-25,11.87201
2007-04-26,11.951242
2007-04-27,11.897343
2007-04-30,11.707835
2007-05-01,11.648723
2007-05-02,11.568746
2007-05-03,11.753784
2007-05-04,11.701378
2007-05-07,11.605753
2007-05-08,11.594328
2007-05-09,11.654932
2007-05-10,11.461698
2007-05-11,11.592589
2007-05-14,11.469397
2007-05-15,11.375511
2007-05-16,11.738385
2007-05-17,11.697405
2007-05-18,11.681508
2007-05-21,11.688462
2007-05-22,11.819106
2007-05-23,11.772163
2007-05-24,11.781105
2007-05-25,12.009359
2007-05-29,12.098529
2007-05-30,12.383908
2007-05-31,12.36677
2007-06-01,12.428616
2007-06-04,12.594281
2007-06-05,12.886615
2007-06-06,12.871963
2007-06-07,12.792729
2007-06-08,12.803411
2007-06-11,12.700336
2007-06-12,12.537154
2007-06-13,12.548829
2007-06-14,12.48922
2007-06-15,12.564971
2007-06-18,12.796208
2007-06-19,12.774103
2007-06-20,12.666308
2007-06-21,12.769136
2007-06-22,13.039118
2007-06-25,13.099722
2007-06-26,13.170258
2007-06-27,13.071654
2007-06-28,13.039862
2007-06-29,12.98249
2007-07-02,13.17324
2007-07-03,13.271595
2007-07-05,13.452661
2007-07-06,13.397272
2007-07-09,13.47576
2007-07-10,13.495131
2007-07-11,13.523196
2007-07-12,13.544558
2007-07-13,13.714195
2007-07-16,13.734812
2007-07-17,13.784737
2007-07-18,13.648129
2007-07-19,13.625527
2007-07-20,12.918408
2007-07-23,12.729396
2007-07-24,12.766404
2007-07-25,12.661094
2007-07-26,12.617379
2007-07-27,12.713996
2007-07-30,12.81881
2007-07-31,12.667054
2007-08-01,12.740077
2007-08-02,12.692141
2007-08-03,12.493194
2007-08-06,12.667054
2007-08-07,12.816575
2007-08-08,13.058988
2007-08-09,12.784534
2007-08-10,12.809869
2007-08-13,12.803659
2007-08-14,12.632282
2007-08-15,12.357829
2007-08-16,12.208059
2007-08-17,12.419673
2007-08-20,12.367019
2007-08-21,12.582855
2007-08-22,12.735357
2007-08-23,12.721448
2007-08-24,12.791241
2007-08-27,12.748022
2007-08-28,12.577641
2007-08-29,12.738586
2007-08-30,12.701827
2007-08-31,12.79745
2007-09-04,13.043341
2007-09-05,13.109159
2007-09-06,13.002855
2007-09-07,12.899284
2007-09-10,12.778324
2007-09-11,12.948462
2007-09-12,12.981247
2007-09-13,13.034151
2007-09-14,13.132755
2007-09-17,13.047066
2007-09-18,13.294696
2007-09-19,13.58231
2007-09-20,13.730839
2007-09-21,13.911406
2007-09-24,14.108118
2007-09-25,14.132459
2007-09-26,14.111595
2007-09-27,14.095203
2007-09-28,14.089489
2007-10-01,14.469005
2007-10-02,14.514707
2007-10-03,14.505515
2007-10-04,14.381576
2007-10-05,14.754634
2007-10-08,15.141353
2007-10-09,15.279447
2007-10-10,15.533037
2007-10-11,15.448838
2007-10-12,15.831085
2007-10-15,15.401897
2007-10-16,15.299814
2007-10-17,15.733972
2007-10-18,15.886475
2007-10-19,16.012894
2007-10-22,16.162912
2007-10-23,16.784346
2007-10-24,16.785583
2007-10-25,16.604025
2007-10-26,16.755285
2007-10-29,16.870279
2007-10-30,17.256252
2007-10-31,17.560015
2007-11-01,17.465881
2007-11-02,17.665573
2007-11-05,18.023232
2007-11-06,18.424109
2007-11-07,18.204296
2007-11-08,17.233154
2007-11-09,16.491262
2007-11-12,15.698951
2007-11-13,16.406321
2007-11-14,15.937635
2007-11-15,15.638844
2007-11-16,15.737698
2007-11-19,15.544462
2007-11-20,16.108027
2007-11-21,16.405571
2007-11-23,16.807444
2007-11-26,16.541683
2007-11-27,16.7297
2007-11-28,17.193909
2007-11-29,17.311638
2007-11-30,17.21229
2007-12-03,16.927406
2007-12-04,16.992729
2007-12-05,17.349144
2007-12-06,17.765173
2007-12-07,17.755484
2007-12-10,17.843657
2007-12-11,17.366282
2007-12-12,17.37001
2007-12-13,17.238373
2007-12-14,17.136786
2007-12-17,16.621906
2007-12-18,16.724236
2007-12-19,16.824083
2007-12-20,17.130079
2007-12-21,17.303944
2007-12-24,17.404284
2007-12-26,17.655388
2007-12-27,17.404533
2007-12-28,17.448994
2007-12-31,17.174538
2008-01-02,17.018312
2008-01-03,17.02179
2008-01-04,16.318144
2008-01-07,16.125652
2008-01-08,15.689265
2008-01-09,16.223763
2008-01-10,16.063066
2008-01-11,15.852446
2008-01-14,16.239162
2008-01-15,15.837543
2008-01-16,15.298571
2008-01-17,14.922039
2008-01-18,14.908624
2008-01-22,14.513711
2008-01-23,13.626272
2008-01-24,14.268816
2008-01-25,14.067882
2008-01-28,13.809076
2008-01-29,13.673466
2008-01-30,13.617579
2008-01-31,14.015723
2008-02-01,12.813594
2008-02-04,12.305174
2008-02-05,12.587575
2008-02-06,12.461151
2008-02-07,12.541625
2008-02-08,12.833216
2008-02-11,12.944239
2008-02-12,12.867989
2008-02-13,13.27855
2008-02-14,13.219687
2008-02-15,13.15486
2008-02-19,12.640975
2008-02-20,12.642218
2008-02-21,12.489715
2008-02-22,12.612413
2008-02-25,12.081885
2008-02-26,11.529254
2008-02-27,11.744595
2008-02-28,11.807434
2008-02-29,11.702868
2008-03-03,11.351171
2008-03-04,11.042689
2008-03-05,11.119686
2008-03-06,10.747126
2008-03-07,10.763271
2008-03-10,10.273229
2008-03-11,10.924465
2008-03-12,10.932911
2008-03-13,11.003198
2008-03-14,10.876776
2008-03-17,10.428462
2008-03-18,10.907575
2008-03-19,10.72974
2008-03-20,10.768238
2008-03-24,11.439095
2008-03-25,11.196186
2008-03-26,11.38023
2008-03-27,11.029775
2008-03-28,10.880752
2008-03-31,10.940113
2008-04-01,11.567006
2008-04-02,11.566759
2008-04-03,11.303979
2008-04-04,11.700633
2008-04-07,11.842951
2008-04-08,11.619166
2008-04-09,11.529254
2008-04-10,11.65071
2008-04-11,11.36185
2008-04-14,11.218042
2008-04-15,11.098327
2008-04-16,11.301745
2008-04-17,11.165389
2008-04-18,13.397521
2008-04-21,13.357285
2008-04-22,13.784737
2008-04-23,13.57337
2008-04-24,13.48768
2008-04-25,13.513016
2008-04-28,13.713204
2008-04-29,13.870921
2008-04-30,14.263848
2008-05-01,14.730541
2008-05-02,14.437709
2008-05-05,14.775747
2008-05-06,14.563635
2008-05-07,14.380831
2008-05-08,14.480431
2008-05-09,14.236774
2008-05-12,14.528365
2008-05-13,14.480182
2008-05-14,14.31377
2008-05-15,14.430508
2008-05-16,14.407408
2008-05-19,14.344072
2008-05-20,14.370895
2008-05-21,13.660301
2008-05-22,13.647137
2008-05-23,13.526925
2008-05-27,13.931277
2008-05-28,14.113581
2008-05-29,14.480182
2008-05-30,14.549726
2008-06-02,14.281483
2008-06-03,14.090236
2008-06-04,14.212435
2008-06-05,14.562143
2008-06-06,14.082786
2008-06-09,13.856018
2008-06-10,13.76412
2008-06-11,13.541331
2008-06-12,13.73382
2008-06-13,14.194799
2008-06-16,14.227089
2008-06-17,14.143884
2008-06-18,13.968035
2008-06-19,13.91389
2008-06-20,13.57188
2008-06-23,13.541576
2008-06-24,13.4693
2008-06-25,13.685385
2008-06-26,13.134494
2008-06-27,13.115865
2008-06-30,13.074883
2008-07-01,13.281282
2008-07-02,13.090282
2008-07-03,13.337662
2008-07-07,13.509287
2008-07-08,13.773061
2008-07-09,13.450672
2008-07-10,13.426332
2008-07-11,13.258183
2008-07-14,12.955664
2008-07-15,12.818314
2008-07-16,13.302891
2008-07-17,13.249242
2008-07-18,11.954717
2008-07-21,11.643755
2008-07-22,11.850153
2008-07-23,12.150933
2008-07-24,11.813145
2008-07-25,12.219485
2008-07-28,11.850403
2008-07-29,11.999178
2008-07-30,11.988996
2008-07-31,11.766701
2008-08-01,11.620407
2008-08-04,11.499699
2008-08-05,11.918208
2008-08-06,12.079404
2008-08-07,11.900077
2008-08-08,12.294744
2008-08-11,12.439545
2008-08-12,12.483505
2008-08-13,12.419425
2008-08-14,12.555037
2008-08-15,12.670779
2008-08-18,12.376456
2008-08-19,12.182727
2008-08-20,12.046121
2008-08-21,12.084121
2008-08-22,12.184961
2008-08-25,11.996694
2008-08-26,11.776883
2008-08-27,11.638289
2008-08-28,11.767445
2008-08-29,11.506901
2008-09-02,11.555583
2008-09-03,11.534718
2008-09-04,11.18327
2008-09-05,11.033997
2008-09-08,10.43045
2008-09-09,10.398411
2008-09-10,10.28664
2008-09-11,10.773205
2008-09-12,10.870318
2008-09-15,10.775937
2008-09-16,11.001213
2008-09-17,10.294839
2008-09-18,10.905589
2008-09-19,11.155701
2008-09-22,10.683542
2008-09-23,10.661934
2008-09-24,10.806987
2008-09-25,10.918504
2008-09-26,10.705895
2008-09-29,9.463035
2008-09-30,9.947861
2008-10-01,10.226038
2008-10-02,9.698741
2008-10-03,9.609823
2008-10-06,9.219877
2008-10-07,8.593975
2008-10-08,8.397759
2008-10-09,8.170997
2008-10-10,8.246003
2008-10-13,9.463531
2008-10-14,9.008759
2008-10-15,8.424088
2008-10-16,8.768085
2008-10-17,9.25291
2008-10-20,9.421306
2008-10-21,9.009752
2008-10-22,8.833903
2008-10-23,8.750699
2008-10-24,8.427069
2008-10-27,8.183661
2008-10-28,9.158776
2008-10-29,8.891775
2008-10-30,8.93375
2008-10-31,8.925555
2008-11-03,8.605898
2008-11-04,9.113822
2008-11-05,8.500339
2008-11-06,8.226631
2008-11-07,8.224645
2008-11-10,7.917654
2008-11-11,7.735844
2008-11-12,7.227672
2008-11-13,7.751244
2008-11-14,7.700078
2008-11-17,7.454189
2008-11-18,7.387128
2008-11-19,6.958931
2008-11-20,6.446785
2008-11-21,6.518068
2008-11-24,6.394129
2008-11-25,7.005377
2008-11-26,7.254745
2008-11-28,7.276352
2008-12-01,6.60649
2008-12-02,6.833007
2008-12-03,6.940303
2008-12-04,6.81388
2008-12-05,7.053562
2008-12-08,7.503615
2008-12-09,7.599487
2008-12-10,7.670274
2008-12-11,7.456673
2008-12-12,7.842646
2008-12-15,7.716224
2008-12-16,8.079097
2008-12-17,7.82973
2008-12-18,7.706537
2008-12-19,7.703804
2008-12-22,7.379428
2008-12-23,7.40203
2008-12-24,7.524478
2008-12-26,7.46015
2008-12-29,7.387128
2008-12-30,7.528452
2008-12-31,7.641215
2009-01-02,7.980742
2009-01-05,8.147898
2009-01-06,8.29717
2009-01-07,7.997879
2009-01-08,8.076861
2009-01-09,7.825508
2009-01-12,7.766395
2009-01-13,7.80688
2009-01-14,7.475301
2009-01-15,7.426122
2009-01-16,7.443012
2009-01-20,7.022764
2009-01-21,7.527707
2009-01-22,7.612651
2009-01-23,8.064692
2009-01-26,8.044075
2009-01-27,8.233088
2009-01-28,8.660043
2009-01-29,8.527164
2009-01-30,8.408192
2009-02-02,8.45886
2009-02-03,8.45588
2009-02-04,8.519215
2009-02-05,8.785473
2009-02-06,9.221617
2009-02-09,9.407647
2009-02-10,8.904442
2009-02-11,8.892768
2009-02-12,9.017202
2009-02-13,8.883827
2009-02-17,8.51077
2009-02-18,8.770321
2009-02-19,8.510275
2009-02-20,8.604903
2009-02-23,8.197819
2009-02-24,8.580066
2009-02-25,8.485436
2009-02-26,8.37466
2009-02-27,8.39478
2009-03-02,8.125791
2009-03-03,8.084064
2009-03-04,7.921131
2009-03-05,7.591292
2009-03-06,7.664064
2009-03-09,7.22494
2009-03-10,7.65413
2009-03-11,7.896046
2009-03-12,8.03563
2009-03-13,8.057736
2009-03-16,7.940255
2009-03-17,8.328961
2009-03-18,8.273324
2009-03-19,8.194839
2009-03-20,8.200302
2009-03-23,8.658304
2009-03-24,8.622786
2009-03-25,8.545791
2009-03-26,8.774793
2009-03-27,8.63595
2009-03-30,8.511515
2009-03-31,8.64489
2009-04-01,8.794661
2009-04-02,9.003544
2009-04-03,9.18436
